Precision,Recall,F1,ConfusionMatrix
0.17924465614683008,0.17487772750298283,0.1659947162734738,"[[  0   1   1   0  16   0   0]
 [  0   9   1   0  48   0   0]
 [  0  10   8   0  66   0   0]
 [  0   0   0   0  12   0   0]
 [  0   2  12   0 519   0   0]
 [  0   0   0   0   9   0   0]
 [  0   5  15   0  66   0   0]]"
